Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5869,ND,Alternative Fuel Tax Rates,"An excise tax of \$0.23 per gallon is imposed on alternative fuel sales
and deliveries, including propane, compressed natural gas (CNG), and
liquefied natural gas (LNG). One gallon of special fuel is equal to 120
cubic feet of CNG or 1.7 gallons of LNG. Retailers must obtain a license
from the Office of the State Tax Commissioner to sell special fuels.
Exceptions may apply. (Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
57-43.2-02 through 57-43.2-05)
",2008-04-11 00:00:00 UTC,2015-04-09 00:00:00 UTC,FALSE,83,Laws and Regulations,,2020-03-09 20:34:01 UTC,,,,,BIOD|ETH|NG|LPG,,FUEL,STATION|PURCH,http://www.legis.nd.gov/general-information/north-dakota-century-code|http://www.legis.nd.gov/
5872,AZ,Alternative Fuel Vehicle (AFV) Special License Plate,"The Arizona Department of Transportation (ADOT) must issue a special
license plate to dedicated AFVs. Dedicated AFVs include vehicles powered
exclusively by propane, compressed natural gas, electricity, hydrogen, a
blend of hydrogen with propane or natural gas. AFVs may not be capable
of operating on any other fuel type. There is no limit to the number of
AFV license plates ADOT can issue. The Arizona Department of
Environmental Quality (ADEQ) must inspect vehicles converted to operate
solely on alternative fuel and issue an Alternative Fuel Certificate
before converted vehicles may receive the AFV special plate. State or
agency directors who conduct activities of a confidential nature and use
AFVs are exempt from the requirement to display an AFV special license
plate. For more information, see the ADOT [Specialty
Plates](https://azdot.gov/motor-vehicles/vehicle-services/plates-and-placards)
website.

(Reference [Arizona Revised Statutes 1-215 and 28-2416](http://www.azleg.gov/ArizonaRevisedStatutes.asp))",,,FALSE,50,Laws and Regulations,,2020-06-12 19:43:42 UTC,,,,,ELEC|HY|NG|LPG,,REGIS,FLEET|GOV|IND,http://www.azleg.gov/ArizonaRevisedStatutes.asp
5874,AZ,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alternative fuels include
propane, natural gas, electricity, hydrogen, and a blend of hydrogen
with propane or natural gas.

(Reference [Arizona Revised Statutes 1-215 and 42-5159](https://www.azleg.gov/ARStitle/))",,,FALSE,35,State Incentives,,,,,,,ELEC|HY|NG|PHEV|LPG,EXEM|TAX,,AFP|PURCH|FLEET|GOV|IND,https://www.azleg.gov/ARStitle/
5875,AZ,Propane and Compressed Natural Gas (CNG) Device Fee,"The Arizona Department of Weights and Measures collects license fees for
certain propane and CNG fueling devices used for commercial purposes. A
penalty equal to 20% of the fee may be imposed for late license fee
payments.

(Reference [Recodified as Arizona Revised Statutes 3-3452](http://www.azleg.gov/ArizonaRevisedStatutes.asp))",,,FALSE,115,Laws and Regulations,,,,,,,NG|LPG,,REGIS,STATION,http://www.azleg.gov/ArizonaRevisedStatutes.asp|http://www.azleg.gov/ArizonaRevisedStatutes.asp
5877,IN,Biofuels Blend Use Requirement,"Whenever possible, governmental entities and state educational
institutions must fuel diesel vehicles with biodiesel blends containing
at least 2% biodiesel (B2), gasoline vehicles with mid-level ethanol
blends between 20% and 73%, and flexible fuel vehicles with E85. This
requirement does not apply if such blends are prohibited under federal
regulations or have not been approved by the vehicle manufacturer.
Additional exemptions apply. (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 5-22-5-8, and 21-31-9-3)
",,2009-05-12 00:00:00 UTC,FALSE,135,Laws and Regulations,,,,,,,BIOD|ETH,,REQ,FLEET|GOV,http://www.in.gov/legislative/ic/code/
5881,IA,Low-Speed Vehicle Access to Roadways,"Low-speed vehicles may operate on roadways with posted speed limits of
up to 35 miles per hour (mph) and may cross streets with posted speed
limits greater than 35 mph. (Reference [Iowa
Code](https://www.legis.iowa.gov/index.aspx) 321.381A)
",,,FALSE,115,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,https://www.legis.iowa.gov/index.aspx
5882,KS,Natural Gas and Propane Fuel Tax,"Any individual using or selling compressed natural gas (CNG), liquefied
natural gas (LNG), or liquefied petroleum gas (propane) as a motor fuel
must report fuel use and remit taxes due to the Kansas Department of
Revenue on a monthly basis. The minimum tax imposed on CNG is \$0.24 per
gasoline gallon equivalent (GGE), LNG is \$0.26 per GGE, and propane is
\$0.23 per gallon. The state imposes a tax rate of \$0.24 per gallon on
conventional motor fuel.

Alternatively, CNG, LNG, and propane vehicle users may apply for special
permit decals to pay motor fuel taxes on a mileage basis. The number of
gallons used on Kansas highways is determined based on the following
miles per gallon (mpg) estimates:

  Gross Vehicle Weight Rating   MPG
  ----------------------------- --------
  6,000 pounds (lbs.) or less   12 mpg
  6,001 to12,000 lbs.           10 mpg
  12,001 to 24,000 lbs.         7 mpg
  24,001 to 42,000 lbs.         6 mpg
  42,001 to 66,000 lbs.         4 mpg
  Over 66,000 lbs.              3 mpg

(Reference [Kansas Statutes 79-34,141; 79-3490; and 79-3491a through 79-3492e](http://www.kslegislature.org/li/statute/))",,2014-04-17 00:00:00 UTC,FALSE,70,Laws and Regulations,,2014-08-18 15:01:42 UTC,,,,,NG|LPG,,FUEL,STATION|PURCH,http://www.kslegislature.org/li/statute/|http://www.kslegislature.org/li/statute/
5887,CO,Alternative Fuel Vehicle (AFV) Registration,"Upon registering a motor vehicle with the Colorado Department of Revenue
Division of Motor Vehicles, the vehicle owner must report the type of
alternative fuel used to operate the vehicle and whether the vehicle is
dedicated to one alternative fuel or uses more than one fuel. The
Department of Revenue provides forms for the purpose of registering
motor vehicles and must include space for the following fuel types:
gasoline, diesel, propane, electricity, natural gas, methanol/M85,
ethanol/E85, biodiesel, and other. For more information, see the
[Colorado Department of Revenue Division of Motor
Vehicles](http://www.colorado.gov/revenue/dmv) website.

(Reference [Colorado Revised Statutes 42-3-113](http://www.lexisnexis.com/hottopics/Colorado/))",,,FALSE,60,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,REGIS,FLEET|GOV|IND,http://www.lexisnexis.com/hottopics/Colorado/
5950,OK,Alternative Fuel Vehicle (AFV) Tax Credit,"For tax years beginning before December 31, 2028, a one-time income tax
credit is available for up to \$50,000 towards the cost of purchasing a
new original equipment manufacturer AFV or converting a vehicle to
operate on an alternative fuel. Tax credit amounts vary depending in the
gross vehicle weight rating (GVWR) of the vehicle:

  GVWR                           Maximum Amount
  ------------------------------ ----------------
  6,000 pounds (lbs.) or below   \$5,500
  6,001 lbs. to 10,000 lbs.      \$9,000
  10,001 lbs. to 26,500 lbs.     \$26,000
  Greater than 26,501 lbs.       \$100,000

The state also provides a tax credit of 10% of the total vehicle cost,
up to \$1,500, if the incremental cost of a new AFV cannot be determined
or when an AFV is resold, as long as a tax credit has not been
previously taken on the vehicle. Equipment used for conversions must be
new, not previously used to modify or retrofit any vehicle, meet
applicable federal and state safety standards, and must be installed by
a state certified alternative fuels equipment technician. Eligible
alternative fuels include natural gas, propane, and hydrogen. Tax
credits may be carried forward for up to five years.

(Reference [Senate Bill 1857, 2022](http://www.oklegislature.gov/index.aspx) and [Oklahoma Statutes 68-2357.22](http://www.oklegislature.gov/))",,2022-05-26 00:00:00 UTC,FALSE,10,State Incentives,,2019-05-24 22:14:16 UTC,2027-12-31 00:00:00 UTC,,,,AFTMKTCONV|HY|NG|LPG,TAX,,MAN|FLEET|IND,http://www.oklegislature.gov/index.aspx|http://www.oklegislature.gov/index.aspx|http://www.oklegislature.gov/
5951,OK,Alternative Fueling Infrastructure Tax Credit,"For tax years beginning before December 31, 2028, a tax credit is
available for up to 45% of the cost of installing commercial alternative
fueling infrastructure. Eligible alternative fuels include natural gas,
propane, hydrogen, and electricity. The infrastructure must be new and
not previously installed or used to fuel alternative fuel vehicles. A
tax credit is also available for up to 50% of the cost of installing a
residential propane, compressed natural gas, or liquefied natural gas
fueling system for noncommercial purposes, up to \$2,500. The tax credit
may be carried forward for up to five years.

(Reference [Senate Bill 1857, 2022](http://www.oklegislature.gov/) and [Oklahoma Statutes 68-2357.22](http://www.oklegislature.gov/))",,2022-05-26 00:00:00 UTC,FALSE,15,State Incentives,,2019-05-24 22:15:55 UTC,2027-12-31 00:00:00 UTC,,,,ELEC|HY|NG|PHEV|LPG,TAX,,STATION,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
5954,SC,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled motor vehicle, other
than an all-terrain vehicle, that is capable of reaching speeds of at
least 20 miles per hour (mph) but not greater than 25 mph, has a gross
vehicle weight rating of less than 3,000 pounds, and meets the safety
standards in Title 49 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/cfr), section
571.500. A low-speed vehicle may only operate on secondary highways with
a posted speed limit of up to 35 mph but may cross a highway with posted
speed limits over 35 mph at an intersection. A low-speed vehicle must be
registered and licensed in the same manner as a passenger vehicle and is
subject to the same insurance requirements applicable to other motor
vehicles. Homemade low-speed vehicles, retrofitted golf carts, or any
other similar vehicles do not qualify as low-speed vehicles.

(Reference [South Carolina Code of Laws 56-1-10, 56-2-100 to 56-2-130, and 56-5-820](http://www.scstatehouse.gov/code/statmast.php))",2006-05-30 00:00:00 UTC,,FALSE,105,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://www.scstatehouse.gov/code/statmast.php
5957,CT,Idle Reduction Requirement,"School bus operators may not idle a school bus engine for more than
three consecutive minutes except under the following conditions:
uncontrollable traffic conditions or mechanical difficulties; operation
of heating, cooling, safety or auxiliary equipment; outdoor temperatures
below 20 degrees Fahrenheit; maintenance of a safe temperature for
students with special needs; school bus repair; or receipt or discharge
of passengers on a public highway or road. An infraction applies to
violators of these regulations for the first offense and a fine from
\$100 to \$500 applies for each succeeding offense.

(Reference [Connecticut General Statutes 14-277](http://www.cga.ct.gov/))",,,FALSE,85,Laws and Regulations,,,,,,,IR,,AIRQEMISSIONS|DREST,FLEET|GOV,http://www.cga.ct.gov/
5961,TN,Biofuel Quality Inspection and Testing,"The Tennessee Department of Agriculture may inspect and test biofuels
under the Kerosene and Motor Fuels Quality Inspection Act of 1989.

(Reference [Tennessee Code 47-18-1306 and 54-1-136](https://www.tncourts.gov/Tennessee%20Code))",,,FALSE,65,Laws and Regulations,,,,,,,BIOD|ETH,,STD,STATION,https://www.tncourts.gov/Tennessee%20Code
5969,NV,Idle Reduction Requirement,"Diesel truck or bus engines may not idle for more than 15 consecutive
minutes. Exemptions apply to diesel trucks or buses for which the Nevada
State Environmental Commission has issued a variance from this
requirement, or diesel trucks and buses that are emergency vehicles; are
used for removal of snow or to repair or maintain other vehicles; are
stopped due to traffic congestion; are undergoing repair or maintenance;
produce emissions contained and treated according to State Environmental
Commission methods; or must idle to perform a specific task. (Reference
[Nevada Administrative
Code](http://www.leg.state.nv.us/NAC/Chapters.html) 445B.576)
",,,FALSE,75,Laws and Regulations,,,,,,,IR,,AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://www.leg.state.nv.us/law1.cfm
5970,RI,Alternative Fuel Vehicle (AFV) and Zero Emission Vehicle (ZEV) Acquisition Requirements,"To reduce fuel consumption and pollution emissions, and purchase
vehicles that provide the best value on a life cycle cost basis, the
state must take the following actions:

-   At least 75% of state motor vehicle acquisitions must be AFVs, and
    the remaining 25% must be HEVs to the greatest extent possible. By
    2025, 25% of state motor vehicle acquisitions must be ZEVs;
-   All new light-duty trucks in the state fleet must achieve a minimum
    city fuel economy of 19 miles per gallon (mpg) and achieve at least
    a Low Emission Vehicle certification, and all new passenger vehicles
    in the state fleet must achieve a minimum city fuel economy of 23
    mpg;
-   All state agencies must purchase the most economical,
    fuel-efficient, and lowest emission vehicles appropriate to meet
    requirements and discourage the purchase of sport utility vehicles;
-   All state agencies must purchase low rolling resistance tires with
    superior tread life for state vehicles when possible; and
-   All state vehicles must be maintained according to manufacturer
    specifications, including specified tire pressures and ratings.

The state must also prepare an annual report to the governor on
compliance with these goals. (Reference [Executive Order
15-17](http://www.energy.ri.gov/documents/leadbyexample/ExecOrder15-17.pdf),
2015, and [Executive Order
05-13](https://afdc.energy.gov/files/pdfs/Exec_order_5_13_green_clean_vehicles.pdf),
2005)
",2005-08-22 00:00:00 UTC,2015-12-08 00:00:00 UTC,FALSE,30,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,,REQ,GOV,http://www.energy.ri.gov/documents/leadbyexample/ExecOrder15-17.pdf|http://www.afdc.energy.gov/pdfs/Exec_order_5_13_green_clean_vehicles.pdf
